text,question
Voici quelques information sur le Club Club d’astronomie: https://www.facebook.com/astrotanger.,Quel est le nom du Club Club d'astronomie?
"Voici quelques information sur le Club Quran club: هوية النادي ورسالته:يشكل نادي اقرأ للقرآن الكريم فضاء علميا معرفيا تربويا للعمل الطلابي من داخل كلية العلوم والتقنيات بجامعة عبد المالك السعدي بمدينة طنجة، أُفرز ميلاده في أكتوبر 2010 وهو نادي شبابي طلابي مغربي مستقل عن أي انتماء حزبي أو سياسي و كذا بعيد ومستقل عن مختلف فصائل الحركة الإسلامية، ولا يُروج لأفكار جهة معينة أو جماعة محددة، بل يدعوا إلى الإسلام الوسط، « وكذلك جعلناكم أمة وسطا » البقرة الآية 143تقوم رؤية النادي على السعي إلى المساهمة في التجديد الشامل للعمل الطلابي الإسلامي بالجامعة، والحث على قيم طلب العلم والاجتهاد في تحصيله، وتمتين ارتباطه برسالة الدعوة إلى الله تعالى بالحكمة والموعظة الحسنة، وتأكيد مرجعية الإسلام، ودعم جهود ترشيد الصحوة الطلابية الإسلامية، وتأكيد قيم الحوار والاختلاف والوسطية والمواطنة، ونبذ العنف والغلو والتطرف، ودعم جهود التنمية والنهضة بالمغرب.أنشطة النادي:ينتظم الاشتغال في النادي عبر الاعتماد على مجموعة من الأنشطة و نسوق لكم بعضاً منها:– تنظيم محاضرات و ندوات علمية وتربوية و كذا فكرية.– تنظيم مسابقات ثقافية ثابتة و متنقلة,.,– تنظيم أمسيات قرآنية و مسابقات في حفظ و تجويد القرآن الكريم,.,– تنظيم زيارات خيرية لفائدة دور العجزة والمسنّين و كذا لفائدة دور الأيتامرئيس النادي: بلال بنحدوللتواصل:www.facebook.com/club.coran.fstt.",
Voici quelques information sur le Club Club Echec & Mat: https://www.facebook.com/pages/Club-Echec-et-Mat-FSTT-Officiel/234932153232250.,Quel est le nom du Club Club Echec & Mat?
"Voici quelques information sur le Club Club Enactus: L’équipe ENACTUS  de la  Faculté des Sciences et Techniques de Tanger, est crée en novembre 2011,et est constituée des doctorants, des élèves ingénieurs, des étudiants en master et des licenciés. Elle appartient à l’ONG mondiale  Enactus, une organisation à but non lucratif, implantée dans plus de 48 pays tel que le Maroc , ayant pour objectif de promouvoir le partenariat entre les entreprises, les universités , les grandes écoles et la société civile. La finalité du programme Enactus consiste à améliorer la qualité et le niveau de vie d’un grand nombre d’individus dans le monde entier à travers l’enseignement des principes de l’économie de marché, de l’entreprenariat, de la réussite financière et de l’éthique dans le domaine des affaires.Notre engagement : «  Favoriser le progrès sociétal à travers l’action entrepreneuriale»Objectifs :– Implémenter des projets dans le cadre de l’entrepreneuriat social afin d’améliorer la – vie des individus en situation difficile,– Former des leaders de demain,– Participer au développement de la région Tanger-Tétouan et du Maroc.Les activités récentes :– 23 juillet 2014 : Elaboration d’un partenariat avec l’APDN en faveur de notre projet ‘la perle de la mer ‘ qui a pour but d’améliorer la situation socio-économique des marins pêcheurs de la région de Oued Laou-Kaa Srass,– 8 juillet 2014 : Présence à la compétition nationale Enactus Morocco  à  gain de 2 prix :  Enactus Spirit – Outstanding team member,– 28 juin 2014 : Participation à la compétition régionale Enactus Morocco,– 17 mai 2014 : Co-Organisation du  séminaire intitulé ‘seven hours of entrepreneurship’ ,– 12 février 2014 : Co-Organisation de la première édition du séminaire inter-équipes Enactus UAE.Présidente  du club :   Oumaima DAKIRCoordonnées de contact :+212654453329Enactus.fstt@gmail.comMlle.dakir@gmail.comwww.facebook.com/EnactusFSTT.",Quel est le but du programme Enactus?
Voici quelques information sur le Club Géoinformation: .,Quel est le nom du Club Géoinformation?
"Voici quelques information sur le Club Club Biotechnologie: Le Club Biotechnologie est une organisation à but non lucratif, c’est une organisation estudiantine qui accueille des événements et offre des services qui permettent aux membres d’explorer le monde des affaires et de la biotechnologie.Objectifs :La mission du Club Biotechnologie est de combler le fossé entre l’industrie et le milieu universitaire en établissant des relations avec des entreprises opérant dans le domaine de la biotechnologie et de la santé.Les activités récentes :–          La Compagne de Collecte du Sang–          Visite du Centre National pour la Recherche Scientifique et Technique–          Visite de la plateforme scientifique de la faculté de médecine de Rabat–          Visite àMAScIR(MoroccanFoundation for Advanced Science, Innovation and Reseach)–          Conférence : Les futures biotechnologues et l’entreprenariatPrésident du club : EL IDRISSI YassineCoordonnes de contact :Tél : +212677375827E-mail : ,ClubBiotechnologie@Gmail.comFacebook : ,www.facebook.com/ClubBiotechnologieYouTube : ,http://Youtube.com/ClubBiotechnologieTwitter : ,http://Twitter.com/CBiotechnologie.",Quel est le but du Club Biotechnologie?
Voici quelques information sur le Club Future Leaders: Are you the future leader of your community ? The pathway to success can be a long hard struggle but all is revealed by FUTURE LEADERS CLUB. Join us and be the change youwishsee in the world!Objectifs :Organisation des activités professionnels et des formations qui permet de compléter les disciplines manquantes chez les étudiants de la fst et création de leadership.Les activités récentes :Formations sous thèmes suivantes : gestion du temps – rédaction et présentation des PFE- comment choisir une spécialité accompagnée avec le marché de travail.Président  du club : Hicham Ghayelani 2éme année cycles d’ingénieur GOIcoordonnes de contact :+212648885007future.leaders.fstt@gmail.comhttps://www.facebook.com/pages/Future-Leaders/506166059446708.,Quels sont les objectifs du Club Future Leaders?
"Mr/Me DIANI Mustapha est le/la Doyen de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qu'est-ce que DIANI Mustapha?
"Mr/Me JBILOU Mohammed est le/la Vice Doyen de la Formation de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le vice-doyen de la formation des sciences et techniques?
"Mr/Me OUARDOUZ Mustapha est le/la Vice Doyen de la Recherche et de la coopération de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le vice-doyen de la recherche et de la coopération?
"Mr/Me AJDOUR Mounia est le/la Chef du département de Physique de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Quelle est la profession d'AJDOUR Mounia?
"Mr/Me CHABBI Mohamed est le/la Chef du département de Génie Chimique de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qu'est-ce que CHABBI Mohamed?
"Mr/Me EL HALIMI Rachid est le/la Chef du département des Mathématiques de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Quelle est la profession de M. Rachid?
"Mr/Me BOULAASSAL Hakim est le/la Chef du département des Sciences de la Terre de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qu'est-ce que BOULAASSAL Hakim?
"Mr/Me HADJ BARAKA Ibrahim est le/la Chef du département de Génie Électrique de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le chef du département de Génie Électrique?
"Mr/Me ELAYACHI Ilham est le/la Chef du département de Génie Mécanique de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le chef du département de Génie Mécanique?
"Mr/Me OUCHEN Mohamed est le/la Chef du département de Langue et Communication de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qu'est-ce que M. OUCHEN Mohamed?
"Mr/Me HASSANI ZERROUK Mounir est le/la Chef du département des Sciences de la Vie de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le chef du département des sciences de la Vie?
"Mr/Me EL BRAK Mohamed est le/la Chef du département de Génie Informatique de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Qui est le chef du département de Génie Informatique de la faculté des sciences et techniques?
"Mr/Me BOUASSAB Abderrahman est le/la Représentant des P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Quelle est la profession de BOUASSAB Abderrahman?
"Mr/Me EL METOUI Mustapha est le/la Représentant des P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant des P.E.S?
"Mr/Me EN-NAIMI El Mokhtar est le/la Représentant des P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Commission Scientifique, Membre de conseil de l’établissement. ",Quelle est la profession de M. El Mokhtar?
"Mr/Me DERFOUFI Soufiane est le/la Représentant des P.H de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant des P.H de la faculté des sciences et techniques?
"Mr/Me EL MERZGUIOUI Mhamed est le/la Représentant des P.H de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant des P.H de la faculté des sciences et techniques?
"Mr/Me JEBARI HASSANI Khalid est le/la Représentant des P.H de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant des P.H de la faculté des sciences et techniques?
"Mr/Me ZANOUNI Mohamed est le/la Représentant des P.H de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant du P.H de la faculté des sciences et techniques?
"Mr/Me BOUZID Saida est le/la Représentant des P.A de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qui est le Représentant des P.A de la faculté des sciences et techniques?
"Mr/Me FIKRI BENBRAHIM Chahinaze est le/la Représentant des P.A de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Quelle est la profession de FIKRI BENBRAHIM Chahinaze?
"Mr/Me KHALI ISSA Sanae est le/la Représentant des P.A de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération. ",Quelle est la profession de KHALI ISSA Sanae?
"Mr/Me MAAREF Abdelkader est le/la Représentant des Personnels Administratifs et Techniques de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : commission suivi du budget. ",Qui est le Représentant des Personnels Administratifs et Techniques?
"Mr/Me JAYED Youssef est le/la Représentant des étudiants de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission d'Activités Culturelles et Sportives, Commission  pédagogique, Commission de la Recherche Scientifique et de Coopération, Membre de conseil de l’établissement. ",Qu'est-ce que JAYED Youssef?
"Mr/Me ARHRIB Abdesslam est le/la P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission Scientifique. ",Quelle est la profession de M. Abdesslam?
"Mr/Me EL HARZLI Mohamed est le/la P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission Scientifique. ",Quelle est la profession de M. Mohamed?
"Mr/Me ROSSI Abdelhamid est le/la P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission Scientifique. ",Qui est le P.E.S de la faculté des sciences et techniques?
"Mr/Me AMHARREF Mina est le/la P.E.S (Désignée) de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission Scientifique. ",Quelle est la profession de M. Mina?
"Mr/Me CHAFIK Tarik est le/la P.E.S (Désigné) de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Commission Scientifique. ",Quelle est la profession de CHAFIK Tarik?
"Mr/Me BIHRI Hassan est le/la SG chargé du secrétariat du conseil de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Qui est le SG chargé du secrétariat du conseil de la faculté des sciences et techniques?
"Mr/Me AOUNI Abdesamad est le/la Représentant des P.E.S de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Quelle est la profession de M. Abdesamad?
"Mr/Me BOUAYAD Nouredin est le/la Représentant des P.A de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Qui est le Représentant des P.A de la faculté des sciences et techniques?
"Mr/Me KHALI ISSA  Sanae est le/la Représentant des P.A de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Quelle est la profession de KHALI ISSA Sanae?
"Mr/Me EL MAMOUN Abdellah est le/la Représentant  des Personnels Administratifs et Techniques de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Qu'est-ce que M. Abdellah?
"Mr/Me MAAREF  Abdelkader est le/la Représentant  des Personnels Administratifs et Techniques de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Qu'est-ce que MAAREF Abdelkader?
"Mr/Me EZ-ZHAR EL IDRISSI Mohammed Yassine est le/la Représentant des étudiants de la faculté des sciences et techniques,il/elle est un/une membre dans les commissions suivantes : Membre de conseil de l’établissement. ",Qu'est-ce que Mohammed Yassine?
"Le département de GÉNIE INFORMATIQUE, dirigé par Pr.EL BRAK Mohamed, peut être contacté à l'adresse email melbrak@uae.ac.ma. ",quelle adresse peut-on communiquer avec le département de GÉNIE INFORMATIQUE?
"Le département de GÉNIE CHIMIQUE, dirigé par Pr.CHABBI Mohamed, peut être contacté à l'adresse email mchabbi@uae.ac.ma. ",Qui dirige le département de GÉNIE CHIMIQUE?
"Le département de SCIENCES DE LA TERRE, dirigé par Pr.BOULAASSAL Hakim, peut être contacté à l'adresse email h.boulaassal@uae.ac.ma. ",Qui dirige le département de SCIENCES DE LA TERRE?
"Le département de GÉNIE MÉCANIQUE, dirigé par Pr.ELAYACHI Ilham, peut être contacté à l'adresse email i.elayachi@uae.ac.ma. ",Qui dirige le département de GÉNIE MÉCANIQUE?
"Le département de SCIENCES DE LA VIE, dirigé par Pr.HASSANI ZERROUK Mounir, peut être contacté à l'adresse email mhassani@uae.ac.ma. ",Quel est le nom du département de SCIENCES DE LA VIE?
"Le département de GÉNIE ELECTRIQUE, dirigé par Pr.HADJ BARAKA Ibrahim, peut être contacté à l'adresse email ihadjbaraka@uae.ac.ma. ",Qui dirige le département de GÉNIE ELECTRIQUE?
"Le département de TEC, dirigé par Pr.OUCHEN MOHAMED, peut être contacté à l'adresse email mouchen@uae.ac.ma. ",quelle adresse peut-on communiquer avec le département de TEC?
"Le département de PHYSIQUE, dirigé par Pr.AJDOUR Mounia, peut être contacté à l'adresse email majdour@uae.ac.ma. ",quelle adresse peut-on communiquer avec le département de PHYSIQUE?
"Le département de MATHÉMATIQUES, dirigé par Pr.EL HALIMI RACHID, peut être contacté à l'adresse email r.elhalimi@uae.ac.ma. ",Quel est le nom du département de MATHÉMATIQUES?
"I- PRESENTATION DE LA FST DE TANGER & DIAGNOSIQUE: La Faculté des Sciences et Techniques de Tanger (FSTT), relevant de l’Université Abdelmalek Essaâdi a été créée en 1995. Elle fait partie des établissements de l’enseignement supérieur à accès régulé et a pour missions la formation initiale dans les domaines scientifiques et techniques, la formation continue ainsi que la recherche et le développement dans les domaines des sciences et techniques.",Qu'est-ce que la FSTT?
"Formation Initiale: La FST de Tanger offre des cursus de formation qui préparent aux diplômes suivants : DEUST : Diplôme d’Etudes Universitaire en Sciences et Techniques (Bac +2). LST : Diplôme de Licence en Sciences et Techniques (Bac +3) MST : Diplôme de Master en Sciences et Techniques (Bac +5) DI : Diplôme d’Ingénieur d’État (Bac +5) Doctorat en Sciences et Techniques (Bac +8) La FST de Tanger propose une panoplie de formation riches et diversifiées répondant aux divers besoins du monde socio-économique (12 filières LST, 13 filières MST, 4 filières Ingénieurs)",Qu'est-ce qu'un diplôme en sciences et techniques?
Formation continue: Les programmes de la formation continue sont destinés aux professionnels qui souhaitent acquérir des nouvelles compétences ou approfondir leurs connaissances dans leur domaine d’activité. Les formations proposées couvrent des programmes variés dans les domaines des sciences et de la technologie tels que : Les sciences de l’ingénierie de l’Informatique- Civil –Mécanique-Electrotechnique – Industrielle et autres.,Qu'est-ce que la formation continue?
"Recherche scientifique: La recherche scientifique à la FST de Tanger est structurée autour de7laboratoires,11équipes de recherche, 2 centres (CDI : Centre de Développement et de l’Innovation et le CFA : Centre de Fabrication Additive) et un Observatoire Digital de l’Environnement. Les thématiques de recherches développées par ces structures concernent :L’agro-alimentaire, la biotechnologie, Biologie et santé L’Énergie et l’Efficacité Énergétique L’Eau et l’Environnement Les Matériaux et les Nanomatériaux Les Mathématiques et Informatique Autres",Qu'est-ce que la recherche scientifique à la FST de Tanger?
"Fablab Green Lab: Le Green Lab est un FabLab a été créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.  Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques. Ces outils permettent aux membres du laboratoire de concevoir, prototyper et fabriquer une grande variété de projets, allant de petits gadgets électroniques aux prototypes de produits commerciaux.  Le laboratoire est également axé sur la durabilité et l’environnement, avec une forte emphase sur les projets qui utilisent des matériaux recyclés ou respectueux de l’environnement. Les Etudiants du Green Lab travaillent sur des projets qui abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.  Le Green Lab est ouvert aux étudiants de tous les départements de la Faculté des Sciences et Techniques de Tanger, ainsi qu’aux membres de la communauté locale qui souhaitent utiliser les installations. Il offre également des ateliers de formation sur les compétences techniques, la conception de produits et l’entrepreneuriat.",Qu'est-ce que le Green Lab?
"Les clubs des Etudiants: Les clubs des étudiants peuvent apporter une valeur ajoutée significative à la vie universitaire. Tout d’abord, les clubs offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent et de rencontrer des personnes partageant les mêmes intérêts. De plus, les clubs peuvent aider à renforcer les compétences de leadership et à développer des compétences professionnelles, ce qui peut être bénéfique pour les futurs parcours professionnels des étudiants.",Qu'est-ce que les clubs des étudiants peuvent apporter à la vie universitaire?
"La filière DI:Génie Electrique et ManagementIndustriel, à pour l objectif de La formation proposée dans la spécialité Génie Electrique de la FST de Tanger a pour but de fournir au futur ingénieur en Génie Electrique tous les éléments indispensables à son insertion harmonieuse dans le monde industriel. Les enseignements associent théorie et techniques, expérimentation, projets et réalisations.Les enseignements dispensés sont répartis en quatre groupes de matières : des enseignements à caractère général, des disciplines fondamentales, un enseignement professionnel et une formation pratique par le biais de projets et de stages..Vous pouvez contacter le Coordinateur de filiere Mr./Me. Pr. Ibrahim HADJ BARAKA Sur Email: ihadjbaraka@uae.ac.ma .le débouchés de cette filiére sont comme suite;La formation proposée vise à préparer les futurs ingénieurs dans les aspects principaux de génie électrique et management industriel.La production, la distribution, la transformation et l'utilisation de l'énergie électrique. la conception et la mise en oeuvre d'ensembles formés par les machines électriques et les convertisseurs qui les alimentent;L'automatique et tous les aspects qui interviennent dans la commande des systèmes industriels;Dans la partie électronique, les systèmes sont étudiés du point de vue de leur conception, réalisation et mise en oeuvre.La gestion de la maintenance, l’ingénierie de la qualité et l’amélioration des processus industriels et assurance qualité DÉBOUCHÉSIngénieur électronicien, électrotechnicien, automaticien et/ou managerIngénieur de rechercheIngénieur d'étudesIngénieur des méthodes et des essaisIngénieur de fabricationIngénieur logistiqueIngénieur technico-commercial ou d'affaires.cette formation fournie un programme solide structuré comme suite:.Semestre 1:1. Mathématiques pour l’Ingénieur,2. Informatique,3. Électronique,4. Instrumentation et Capteurs,5. Energétique et MDF,6. Communication professionnelle,.Semestre 2:1. Ingénierie de la Qualité,2. Automatique linéaire continue et échantillonné,3. Conception et Procédés de fabrication,4. Automatisme,5. Culture et Gestion de l’entreprise,6. Anglais Technique,.Semestre 3:1. Mathématiques pour l’ingénieur II,2. Électrotechnique,3. Traitement de signal,4. Les sources d’énergies et réseaux de distribution,5. Machines Industrielles,6. GRH & Droit du travail,.Semestre 4:1. Gestion et Maintenance & Sûreté de fonctionnement,2. Machines électriques,3. Électronique de puissance,4. Systèmes à Microprocesseurs et à Microcontrôleurs,5. Soft Skills,6. Analyse Gestion de projets/ Comptabilité générale et analytique,.Semestre 5:1. Modélisation et Commande des machines,2. Amélioration des processus industriels et Assurance Qualité,3. Automatique Avancée et électronique des systèmes,4. Systèmes embarqués et Temps réel,5. Réseaux et Télécommunication,6. Innovation et Développement Durable,.Semestre 6:1. Projet de fin d’étude,",Quel est l'objectif de la formation proposée?
"La filière DI: Génie Industriel, à pour l objectif de Acquérir de solides compétences dans les domaines des sciences et des technologies ;Disposer d'un potentiel de créativité et d'innovation ;Disposer d'aptitudes à conduire, à maîtriser, à organiser et à faire évoluer des procédés et des processus industriels ;Être capable de conduire, de diriger et de réaliser des projets industriels ;Maîtriser l'évolution des technologies ;Être capable de s’insérer et d’évoluer professionnellement dans les services techniques et scientifiques des entreprises.Vous pouvez contacter le Coordinateur de filiere Mr./Me. Pr. Zoubir ELFELSOUFI Sur Email: zefelsoufi@uae.ac.ma .le débouchés de cette filiére sont comme suite;L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire. L’ingénieur mécanicien s’intègre facilement au sein d’une PME qu’au sein d’une grande entreprise. Dans ces secteurs d’activités il occupera des postes clés dans les domaines suivants: Recherche et développement, Bureaux d’Etudes, Conception et Fabrication, Services Production, Qualité, Maintenance, Services Logistiques, Responsable projet et développement, Vente, Mise en service, Exploitation, Gestion et administration, Formation..cette formation fournie un programme solide structuré comme suite:.Semestre 1:1. Mathématiques pour l’Ingénieur,2. Programmation C++ / JAVA,3. Automatique linière continue et échantillonné,4. Électronique,5. Énergétique et mécanique des fluides,6. Techniques d’expression et de communication,.Semestre 2:1. Systèmes d’informations et base de données,2. Électricité industrielle,3. Automatisme,4. Conception & Procédés de Fabrication,5. Métrologie et Instrumentation,6. Culture et Gestion de l’Entreprise,.Semestre 3:1. Méthodes Numériques et Optimisation des Processus,2. Électrotechnique et Machines Électriques,3. Automatique linéaire continue et échantillonné,4. Anglais Scientifique,5. Machines Industrielles,6. RDM et Matériaux,.Semestre 4:1. Fiabilité Mécanique,2. Construction Mécanique,3. Fabrication Mécanique,4. Gestion de la Maintenance & Sûreté de fonctionnement,5. Ingénierie Matériaux & Vibrations Mécaniques,6. Communication professionnelle,.Semestre 5:1. Gestion de Production et management de projet,2. GRH et Comptabilité Analytique,3. QSE et Laen Manufacturing,4. Outils de la Qualité et six sigma,5. Logistique, Gestion intégrée & transport,6. Innovation Et développement durable,.Semestre 6:1. Projet de fin d’étude,",Qu'est-ce qu'un programme solide structuré comme suit?
"La filière DI: Géoinformation, à pour l objectif de Le principal objectif de cette filière est de former des ingénieurs ""géo-informaticiens cartographes gestionnaires de l’information spatiale"" polyvalents, qui s'intéressent prioritairement à l'organisation, au traitement, à la gestion et à la production des données géographiques et environnementales au moyen de la cartographie, de la télédétection, de l'analyse spatiale quantitative et des systèmes d'informations géographiques.Ce programme permet à l'étudiant d’acquérir les connaissances et les compétences en géo-information et les technologies de l’information requises pour la mise en place d’infrastructures informatiques de pointe au service de la donnée géo-spatiale.Pour atteindre cet objectif, le programme s’appui sur une démarche active de prise en main des méthodes et outils de la géo-information résolument tournée vers les applications. Ils combinent des cours théoriques et pratiques incluant aussi des travaux de terrain et des travaux personnels encadrés, des études de cas de montage et de conduite de projets, des applications opérationnelles et des stages en milieux professionnels..Vous pouvez contacter le Coordinateur de filiere Mr./Me. Pr.Jamal Eddine EL ABDELLAOUI Sur Email: j.elabdellaoui@uae.ac.ma .le débouchés de cette filiére sont comme suite;La filière forme pour des profils de :Chef de projet informatiqueAdministrateur de donnéesDirecteur de service cartographiqueExpert en acquisition et traitement de données spatialesIngénieur adjoint en Gestion des réseaux (transport, distribution..)Expert en aménagement et développement durableChef de mission géodésique et topographique…etc.cette formation fournie un programme solide structuré comme suite:.Semestre 1:1. Algorithmique et programmation,2. Compléments de mathématique et Analyse numérique,3. Statistique/Analyse des données,4. Bases physiques de la télédétection/Traitement du signal,5. Communication professionnelle,6. Systèmes d’information et réseaux informatique,.Semestre 2:1. Cartographie numérique et DAO,2. Programmation et modélisation Objet,3. Information géographique et systèmes de projection,4. Géométrie analytique et algorithmique,5. Anglais 1,6. Optimisation et analyse de systèmes,.Semestre 3:1. Géodésie/Localisation par satellite (GPS),2. Topographie,3. Bases de données  spatiales et relationnelles,4. Communication professionnelle/Méthode de recherche,5. Méthode d’analyse spatiales,6. Systèmes d’information géographique,.Semestre 4:1. Télédétection Radar/Lidar,2. Télédétection et traitement d’images optique,3. Photogrammétrie,4. Programmation pour les SIG et pour la télédétection,5. Anglais 2,6. Wabemapping & Développement mobile,.Semestre 5:1. Systèmes de Management de la qualité/Gestion del’entreprise & des ressources,2. Géoinformation et gestion de l’environnement et du territoire,3. SIG et prise de décision,4. Gestion et management de projet en Géoinformation,5. Gestion des réseaux et développement socioéconomique,6. Administration des données spatiales,.Semestre 6:1. Projet de fin d’étude,",Qu'est-ce que la filière DI?
